number,value,params_dino_pipeline_clustering_clusterer_method,params_dino_pipeline_clustering_feature_processing_normalizer_method,params_dino_pipeline_clustering_k_selection_method,params_extractors_dino_v2_layer_name,params_extractors_resnet_layer_name,params_heuristic_settings_filter_params_filter_min_area_perc,params_heuristic_settings_generator_params_points_per_side,params_heuristic_settings_generator_params_pred_iou_thresh,params_heuristic_settings_generator_params_stability_score_thresh,params_heuristic_settings_k_heuristic_formulas_semantic_scale_factor,params_heuristic_settings_k_heuristic_formulas_structural_multiplier,params_resnet_pipeline_clustering_k_selection_method,params_resnet_pipeline_image_preprocessing_use_gaussian_blur,params_run_dino_pipeline,params_run_resnet_pipeline,params_validator_settings_semantic_threshold,params_validator_settings_structural_threshold,params_validator_settings_weights_clip_confidence,params_validator_settings_weights_dino_iou,params_validator_settings_weights_resnet_iou,state,user_attrs_avg_dino_iou,user_attrs_avg_resnet_iou,user_attrs_best_clip_confidence_any,user_attrs_best_dino_iou,user_attrs_best_resnet_iou,user_attrs_error,user_attrs_k_semantic_used,user_attrs_k_structural_used,user_attrs_max_clip_confidence,user_attrs_num_correct_segments,user_attrs_num_sam_masks,user_attrs_value
69,0.0,graph,l2,silhouette,blocks.11,layer3,0.008643167832537766,32,0.9721543136277953,0.9106214846044536,0.8219397019777827,1.8700456977618518,silhouette,True,True,False,0.66464719842044,0.40029378184664066,0.6998554101269983,0.35575004226072837,0.33650660349281253,COMPLETE,0.3865827484077052,0.0,0.0,0.6850168596979915,0.0,,3,2,0.0,0,2,0.0
70,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.004200326366075646,16,0.8618553790351473,0.9162880440977311,1.0671765824338955,1.7318462377461725,heuristic,False,False,True,0.5460704910536792,0.6866663416168213,0.8613781933438677,0.03996269357770314,0.10725028751886322,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
71,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.001761320122959076,16,0.9621893743308902,0.9029632244651182,1.1129407727911313,1.5724287586109948,silhouette,True,False,False,0.4266383142556081,0.42806103715754196,0.1139020684360936,0.5741371325750273,0.4974830299465651,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
72,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.0014436460800398303,16,0.9491434092087722,0.9128208206097393,0.9916330662422745,1.5094637955404362,silhouette,True,False,False,0.4751898106237679,0.4489969320073751,0.15806883304180253,0.6964694908305102,0.4151952167872277,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
73,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.002214452985945969,16,0.9696462938938152,0.9077130409517024,1.031840826736645,1.6547149820906082,silhouette,True,False,False,0.4599939087808048,0.48272017973018766,0.533008564283479,0.6102162701917692,0.47926095195386137,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
74,0.0,kmeans,root-norm,silhouette,blocks.11,layer1,0.0010133876476457187,16,0.957002200552635,0.905506079189294,1.0988556324497178,1.6022728507742263,silhouette,True,False,False,0.44562457407611133,0.4130583520523633,0.7945618381595478,0.30139068428590887,0.5256315203058142,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
75,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.0026567210960378026,32,0.9795981112349039,0.91063303605446,0.9585108360991293,1.7657729380128284,silhouette,True,True,False,0.42647585137921534,0.646998297060346,0.09785813539516872,0.4982360958227699,0.6109438726260786,COMPLETE,0.2936602714588779,0.0,0.0,0.48199316786628177,0.0,,3,2,0.0,0,2,0.0
76,0.0,graph,l2,silhouette,blocks.7,layer2,0.009495755392676105,16,0.9082232840256543,0.9144766972995579,1.0582327859102505,1.6237344541511163,silhouette,False,False,True,0.7059229463780242,0.4329842097027225,0.18925256269232651,0.9932820132728041,0.5617816442110509,COMPLETE,0.0,0.1909017556588136,0.0,0.0,0.30664233115379325,,3,2,0.0,0,2,0.0
77,0.0,graph,l2,heuristic,blocks.7,layer3,0.0012466834552610825,8,0.8860278187643748,0.9202862242117307,0.920389239707628,1.8180124448703738,silhouette,False,True,False,0.40169124252854693,0.6010439465844686,0.6218521910824408,0.7059329700876971,0.3094489439624648,COMPLETE,0.4032079054965113,0.0,0.0,0.7136050432487905,0.0,,3,2,0.0,0,2,0.0
78,0.0,graph,root-norm,silhouette,blocks.11,layer1,0.002017100907102208,32,0.8791276481597119,0.9575771567009439,1.1373916074989276,2.1392293797436244,heuristic,True,False,True,0.6365259973270443,0.4425262004383541,0.9996267946333505,0.8443426372449481,0.033966259118215776,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
79,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.005945683500934547,16,0.9744987910398196,0.9321252398142835,1.1909086608175905,1.6941488608944653,silhouette,False,True,False,0.6942649910936572,0.4198469304161838,0.057216401453563936,0.08223923165228908,0.1748337981267083,COMPLETE,0.502182083109282,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
80,0.0,graph,l2,heuristic,blocks.7,layer1,0.005137386722308744,32,0.9174384827392568,0.9722852558584768,1.0915103943369584,2.0178378288074654,heuristic,True,False,True,0.49697661966167606,0.49037707645464446,0.00745375794294495,0.802848562550538,0.7574204900930439,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
81,0.0,graph,root-norm,silhouette,blocks.7,layer1,0.009835176440472191,16,0.9648242891074412,0.9438107061015847,0.8658237684064862,2.085415526979528,silhouette,True,False,True,0.7158439249738278,0.5557728245885802,0.5462999385462919,0.0366488340503725,0.9406796225296514,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
82,0.0,graph,root-norm,silhouette,blocks.7,layer1,0.009180116219231205,16,0.969466593544699,0.9641419597293852,0.7887021502340318,2.2876770868769065,silhouette,True,False,True,0.7263390374120987,0.5398612938195421,0.4763236571968912,0.133238264073787,0.8854814218822121,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
83,0.0,graph,root-norm,silhouette,blocks.7,layer1,0.008692773432303095,16,0.9762666972641122,0.9517367933089617,0.8410009617282729,1.965741940642324,silhouette,True,False,True,0.7427567117739706,0.5192948044221994,0.2998832139393687,0.09885597096753657,0.9106395757239614,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
84,0.0,graph,root-norm,silhouette,blocks.7,layer1,0.00956446354202812,16,0.9526984507186801,0.9477592207100934,0.8708875245019169,1.8985703037947568,silhouette,True,False,True,0.5902288831685651,0.5785092070039195,0.7491776469217993,0.008004787681760807,0.8433716264992582,COMPLETE,0.0,0.1909017556588136,0.0,0.0,0.30664233115379325,,3,2,0.0,0,2,0.0
85,0.0,graph,root-norm,silhouette,blocks.7,layer2,0.008984123807483011,16,0.8527641665350917,0.9382839747252926,0.823118080098992,1.9211742324480774,silhouette,False,True,True,0.41400860698743913,0.5964740489789718,0.5978381863231863,0.40401858058121953,0.9777267273821364,COMPLETE,0.502182083109282,0.4763218569145985,0.0,0.7905732297317108,0.8467036678655542,,3,2,0.0,0,2,0.0
86,0.0,graph,l2,heuristic,blocks.11,layer3,0.003312057147579136,32,0.8900121626250278,0.9543404357706522,0.9048134841363874,2.1846063710519203,silhouette,True,False,True,0.4350863476278674,0.6218256503122149,0.2364302983605973,0.17797404853662602,0.08876603724548246,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
87,0.0,graph,l2,silhouette,blocks.7,layer1,0.004815528934118234,16,0.9446498993797273,0.9769569011245384,0.9360194188162541,2.0454047736022436,heuristic,False,True,False,0.698384083810452,0.45419440395678123,0.42252539796311944,0.4436463175110956,0.20431622686338227,COMPLETE,0.3733742067026488,0.0,0.0,0.6362703415921419,0.0,,3,2,0.0,0,2,0.0
88,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.007907797621457642,8,0.9629829289241458,0.960221829895508,0.6479897105896213,1.5461592773421524,silhouette,False,False,True,0.7199508506347401,0.4677689017009734,0.6913593315660231,0.0757291904340835,0.40436880981259676,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
89,0.0,graph,l2,silhouette,blocks.7,layer2,0.004418815987995066,32,0.9310277447834954,0.9443470336708779,0.9619763093603221,2.1198245546850645,heuristic,True,False,False,0.45205547371472876,0.5307306249856721,0.8219883767415734,0.25203577402718697,0.586632373554306,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
90,0.0,kmeans,l2,heuristic,blocks.11,layer3,0.008459024682024334,16,0.9669928942366035,0.9013585115640669,0.8912261596844757,1.987069902823777,heuristic,False,True,True,0.570943751995072,0.4044216823493016,0.9652442646666246,0.37532991828092926,0.1302859880080353,COMPLETE,0.502182083109282,0.19996715152318406,0.0,0.7905732297317108,0.3278747423557665,,3,2,0.0,0,2,0.0
91,0.0,graph,l2,silhouette,blocks.11,layer2,0.00443574178349049,16,0.9728637263121237,0.9033838915949765,0.5688602278762693,1.8078242284979922,heuristic,False,False,True,0.6733570422798112,0.6179301618167657,0.43790397937552283,0.556047640434677,0.9253780881573145,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
92,0.0,graph,l2,silhouette,blocks.11,layer2,0.003664370483347865,16,0.9599258413976827,0.9044652789151244,0.5588794343606717,1.5991187659334802,heuristic,False,False,True,0.620212258582745,0.5865612794075542,0.3815496375096773,0.45874881472723844,0.8596397959193188,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
93,0.0,graph,l2,silhouette,blocks.11,layer2,0.004035203358273849,16,0.9024254923603132,0.9069876349491012,0.5218789309255933,1.6835466029607924,heuristic,False,False,True,0.4234016748662346,0.5614006869706737,0.5842541743325727,0.325209290848203,0.7997761202637095,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
94,0.0,graph,l2,silhouette,blocks.11,layer2,0.004631070098693236,16,0.9783312235660798,0.9690930152690956,0.9925262229241557,1.737084250115856,heuristic,False,False,True,0.5534509128842995,0.4988937431626245,0.5540337784785905,0.476887948719913,0.9035303754914433,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
95,0.0,graph,l2,heuristic,blocks.7,layer1,0.0040094809763386585,32,0.9691697405686149,0.9102364496322182,0.7232951268754877,1.8649294760999626,heuristic,False,False,True,0.6825229833556464,0.5708164354478615,0.5204109403736022,0.5348460127767157,0.950773125910165,COMPLETE,0.0,0.1909017556588136,0.0,0.0,0.30664233115379325,,3,2,0.0,0,2,0.0
96,0.0,graph,l2,silhouette,blocks.7,layer3,0.004886646503954517,16,0.9557435376850802,0.9096939243406829,0.6153923794163031,1.6401747957819686,silhouette,True,True,True,0.6007959519988773,0.6730839198317524,0.49266287151437665,0.14301765819314016,0.06439469446841734,COMPLETE,0.38211006878993425,0.4763218569145985,0.0,0.6751209500073303,0.8467036678655542,,3,2,0.0,0,2,0.0
97,0.0,graph,root-norm,heuristic,blocks.11,layer2,0.005420764011453843,8,0.9386374226898047,0.9235287566972512,0.5373301070801788,1.7846380162579347,heuristic,False,False,False,0.6309187013802436,0.5933286755435941,0.147719202475105,0.4226905578394415,0.4574187175002389,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
98,0.0,kmeans,l2,silhouette,blocks.7,layer3,0.0029464505469102044,16,0.8696419272036076,0.9127262283806484,1.0192696145843583,1.8423785255904574,silhouette,False,False,True,0.4405136613208973,0.6116774633873676,0.6539573396572134,0.6245294126548666,0.5377690184245004,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
99,0.0,graph,l2,heuristic,blocks.7,layer1,0.0035452057326226193,32,0.8748258919891484,0.9498805255906935,1.0737554896697923,1.500906492085263,heuristic,True,True,True,0.6525592497588004,0.43543501724971234,0.8930008186585279,0.02777922053560137,0.7155681385013115,COMPLETE,0.36500650318225913,0.4763218569145985,0.0,0.6362703415921419,0.8467036678655542,,3,2,0.0,0,2,0.0
100,0.0,graph,root-norm,silhouette,blocks.11,layer3,0.00891787220535389,16,0.865275047354498,0.9796616137017271,0.5831321199157238,1.5736784663517829,silhouette,False,False,False,0.5149490707277878,0.630592664359429,0.8529804404999362,0.5179717528327076,0.6488082173178723,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
101,0.0,kmeans,root-norm,silhouette,blocks.11,layer1,0.009303605072542848,8,0.858489436944923,0.9419824979208631,0.7716744270929099,2.698311047052368,heuristic,True,True,False,0.4096992311583155,0.7042583299285774,0.9408040822866703,0.6853724378528201,0.2773850710715831,COMPLETE,0.502182083109282,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
102,0.0,kmeans,root-norm,silhouette,blocks.11,layer1,0.0068003745464357565,8,0.8678815426225036,0.9377634630682402,0.6916144586298074,2.5290643103293275,heuristic,True,True,False,0.5323366153001409,0.7195458696464956,0.452258723413997,0.9872978405826609,0.15353468900859082,COMPLETE,0.40135211541066435,0.0,0.0,0.7136050432487905,0.0,,3,2,0.0,0,2,0.0
103,0.0,kmeans,root-norm,silhouette,blocks.11,layer1,0.006393634378323873,8,0.9733101486401816,0.9283863971543158,0.732909778178616,2.475341625290772,heuristic,True,True,False,0.5836054728095423,0.6853145791903975,0.9200368316065323,0.05718986682253929,0.23655812105144675,COMPLETE,0.3686095094441823,0.0,0.0,0.6267409470752089,0.0,,3,2,0.0,0,2,0.0
104,0.0,kmeans,root-norm,heuristic,blocks.11,layer1,0.0030718163479452974,8,0.8612262769134518,0.9045242280518335,0.6676583609772422,2.708974351680678,heuristic,True,True,False,0.5578135182018363,0.42675529977928717,0.6034915014719081,0.9090374867973077,0.8193036798097851,COMPLETE,0.4203117708272492,0.0,0.0,0.7425597419733176,0.0,,3,2,0.0,0,2,0.0
105,0.0,kmeans,l2,silhouette,blocks.7,layer1,0.002276856682028391,8,0.9661814310530965,0.9352533889349981,1.052775870697481,2.660441193209599,heuristic,True,True,False,0.7365467895013856,0.6382425165949744,0.9099428960184545,0.9493336823703057,0.31963057239196974,COMPLETE,0.2992396069931968,0.0,0.0,0.5011123577496394,0.0,,3,2,0.0,0,2,0.0
106,0.0,graph,root-norm,heuristic,blocks.11,layer3,0.005678393389237819,32,0.9708796529394719,0.9337069439424435,1.1681084250625213,2.8126418595105434,heuristic,False,False,True,0.5471306861374223,0.6782719326631502,0.17876760079413015,0.8014915291826741,0.9924339573062704,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
107,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.0011998381560788295,16,0.8553062819348631,0.9077337853377595,0.8010379974026725,1.7155636419171871,silhouette,True,True,False,0.46667117119448015,0.6512778321843612,0.9647720839613843,0.2851071978569705,0.01603010400539119,COMPLETE,0.509894495809055,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
108,0.0,graph,l2,heuristic,blocks.7,layer3,0.009739269497824025,32,0.8755113117728144,0.916535724057345,0.500527168245982,1.6647929885376345,heuristic,False,False,True,0.5646989683955493,0.41464580905556275,0.8033217707572161,0.19054305951213363,0.09142875824716354,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
109,0.0,graph,root-norm,silhouette,blocks.11,layer1,0.0014319415745411201,16,0.9506020110301092,0.9186894818037764,0.6128013976302034,2.9846742252826144,silhouette,True,True,True,0.6610190667595581,0.5520787157380744,0.7706315992587128,0.11013010342980689,0.3752202631305173,COMPLETE,0.3686095094441823,0.1909017556588136,0.0,0.6267409470752089,0.30664233115379325,,3,2,0.0,0,2,0.0
110,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.007323821536950388,8,0.9751768246583166,0.9304785993239097,0.9092984431034384,2.3528723499289916,heuristic,False,False,False,0.5339979844281257,0.6945405030070246,0.10392701173926733,0.748611846718459,0.045098404550197785,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
111,0.0,graph,l2,heuristic,blocks.7,layer1,0.0070903412185877035,16,0.8649449732802494,0.9248711702119253,0.9694652496394106,2.5536008361051934,silhouette,True,True,False,0.7056839530830354,0.6085701521178138,0.022017635603368405,0.34597290382289325,0.6368497016834451,COMPLETE,0.2783938596939907,0.0,0.0,0.44265133719116645,0.0,,3,2,0.0,0,2,0.0
112,0.0,graph,l2,heuristic,blocks.7,layer1,0.005110522719845008,16,0.8942693895348258,0.9395992896219271,1.0170967079841768,2.64232010950788,silhouette,True,True,False,0.7379871410002177,0.5902869869661934,0.5117125304206764,0.21447157195474334,0.7794425540113354,COMPLETE,0.5005166907671836,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
113,0.0,graph,l2,heuristic,blocks.7,layer1,0.008007802308623692,16,0.9599754609803091,0.9458773348194218,0.9482598394278308,2.462840646176292,silhouette,True,True,False,0.4820278290641302,0.6596964123458646,0.48544640847268744,0.23827093266946167,0.6759005202261679,COMPLETE,0.39658741815219783,0.0,0.0,0.7040756487318575,0.0,,3,2,0.0,0,2,0.0
114,0.0,graph,l2,heuristic,blocks.7,layer1,0.007686755486010778,16,0.9094531188557337,0.9013513909866987,0.9276557914911178,2.242285356456382,silhouette,True,True,False,0.7260505236894097,0.7150877861279654,0.029238215868374072,0.4394517432453062,0.5195893387564932,COMPLETE,0.3686095094441823,0.0,0.0,0.6267409470752089,0.0,,3,2,0.0,0,2,0.0
115,0.0,graph,l2,heuristic,blocks.7,layer1,0.0018123084480802757,16,0.9139933744130067,0.9327075375332144,0.8530752922866094,2.0506069470072137,silhouette,True,True,True,0.6131037993804244,0.5774352645301501,0.04512053079815347,0.376056014512513,0.7464638997545203,COMPLETE,0.3733742067026488,0.19996715152318406,0.0,0.6362703415921419,0.3278747423557665,,3,2,0.0,0,2,0.0
116,0.0,graph,root-norm,silhouette,blocks.7,layer3,0.006169364087331161,32,0.9033884674697628,0.9090105831589459,1.0383289564295999,2.5935341627336497,silhouette,False,False,False,0.7197071467337605,0.6016618936536496,0.08266039912322912,0.26846139334252384,0.18396422360745784,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
117,0.0,graph,l2,heuristic,blocks.7,layer2,0.0038299406507841635,16,0.8727564484824217,0.9531520803421532,0.984394141698781,2.418771977767574,silhouette,True,False,True,0.7495929582590241,0.7436676254703758,0.8718339297770874,0.2991877210332884,0.12287927367474952,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
118,0.0,kmeans,l2,silhouette,blocks.11,layer1,0.008826854253348905,16,0.8797001716515414,0.9656365347694041,0.6296966018607331,1.7546136519188151,heuristic,False,True,False,0.6819737654510231,0.6666015391746739,0.06331560103937336,0.05230139387788717,0.4654585234033615,COMPLETE,0.4146504271965682,0.0,0.0,0.7330303474563847,0.0,,3,2,0.0,0,2,0.0
119,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.008438008732265582,32,0.9277541895804725,0.9634989543321207,0.8764198747712924,1.6106904488617013,silhouette,True,False,True,0.43026986866367506,0.4073923582696893,0.12306530204173256,0.8306984987347743,0.8649951952548675,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
120,0.0,graph,l2,silhouette,blocks.11,layer1,0.009098143463746905,16,0.9638667663233148,0.9268776642617952,1.000384587228779,1.941142177107709,heuristic,False,True,True,0.4207024037169884,0.6141329821725874,0.0031917172695582986,0.0916840954112399,0.4307409995356199,COMPLETE,0.3686095094441823,0.1909017556588136,0.0,0.6267409470752089,0.30664233115379325,,3,2,0.0,0,2,0.0
121,0.0,graph,l2,heuristic,blocks.7,layer3,0.006686590521435718,16,0.9246621617057329,0.9116727537279741,1.1313205568927518,2.289888803261266,heuristic,False,True,False,0.5040002659080919,0.6433769487500587,0.2944481789303995,0.313735426976232,0.2716162991064755,COMPLETE,0.3722141590992731,0.0,0.0,0.655329130626008,0.0,,3,2,0.0,0,2,0.0
122,0.0,graph,l2,heuristic,blocks.7,layer3,0.008219424593283717,16,0.9477081722060657,0.9590706285155002,0.8164920157329896,2.1566851870105452,heuristic,False,True,False,0.5392151825714725,0.6308160346653221,0.23645584229192945,0.2391478678270909,0.5537669432644082,COMPLETE,0.3873626842443031,0.0,0.0,0.6850168596979915,0.0,,3,2,0.0,0,2,0.0
123,0.0,graph,l2,heuristic,blocks.7,layer3,0.006935997660044105,16,0.930607805358798,0.9420424708921636,1.116732702532963,2.5889880719372482,heuristic,False,True,False,0.5266018894582162,0.4269437251739458,0.2126298947492842,0.16181413690632557,0.36280441956953724,COMPLETE,0.38705802363526487,0.0,0.0,0.6850168596979915,0.0,,3,2,0.0,0,2,0.0
124,0.0,graph,l2,heuristic,blocks.7,layer3,0.007482559806277945,16,0.9354005646421673,0.948492145710545,1.170523116350164,2.0950982565437233,heuristic,False,True,False,0.5134343752200228,0.639584702516941,0.4072366614804167,0.11751412703526673,0.2981127050220409,COMPLETE,0.368624464389693,0.0,0.0,0.6267409470752089,0.0,,3,2,0.0,0,2,0.0
125,0.0,graph,l2,heuristic,blocks.7,layer3,0.004197963673649886,8,0.9414319557693052,0.9055942845011089,1.1886499002900275,2.7998692167889003,heuristic,False,False,False,0.5513978189550295,0.4418263011554377,0.36342275104000216,0.2019487707112483,0.3349522367400246,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
126,0.0,graph,root-norm,silhouette,blocks.7,layer2,0.006015207929015301,16,0.9181379736580633,0.9368579920586897,1.154261422434951,2.370088698551981,silhouette,True,False,True,0.4557181464808791,0.7088283293923207,0.5561177334615387,0.022875095701682092,0.2179825399005524,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
127,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.006501430317946459,32,0.9219299621516706,0.9564832737901132,0.892473174165437,1.5309463643089491,heuristic,False,True,False,0.6446801797217924,0.5081748521830112,0.8284118060868322,0.4032336483732219,0.5820112286957413,COMPLETE,0.39763926362231294,0.0,0.0,0.7040756487318575,0.0,,3,2,0.0,0,2,0.0
128,0.0,graph,l2,silhouette,blocks.11,layer1,0.007809676880928203,16,0.9682070290557965,0.9627219663828154,1.0237989516260664,1.906163107847901,silhouette,True,False,True,0.5209092578443892,0.5624600323924178,0.6743699296863974,0.00013056967117035245,0.4995821802391863,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
129,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.00930492128094764,16,0.9547533503714318,0.9147716394657567,0.7089186113848995,2.0005744668263943,heuristic,False,True,True,0.49210573127383284,0.6216796332466636,0.271136262641062,0.5686586947979526,0.9224111008003377,COMPLETE,0.5005666338501933,0.4763218569145985,0.0,0.7905732297317108,0.8467036678655542,,3,2,0.0,0,2,0.0
130,0.0,graph,l2,silhouette,blocks.7,layer2,0.003310327796298973,32,0.8509502273616744,0.9308636379207381,1.0849094652228912,1.5882459945138179,silhouette,True,False,False,0.46883696605161385,0.5239773140721428,0.9768111878419948,0.5988666674314836,0.39767359961685395,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
131,0.0,graph,l2,silhouette,blocks.7,layer1,0.0036272697864160918,16,0.8884030735622381,0.9207457517286023,1.0462805633445513,2.929792912983361,silhouette,True,True,False,0.6081887647851134,0.460009702632763,0.9371199121691173,0.1796404141644619,0.9678641478771278,COMPLETE,0.3691704855272933,0.0,0.0,0.6267409470752089,0.0,,3,2,0.0,0,2,0.0
132,0.0,graph,l2,silhouette,blocks.7,layer1,0.00315760751273797,16,0.9446255385724259,0.92711904168544,0.9745233552524366,2.420848405084403,silhouette,True,True,False,0.5780553261272023,0.4757795157404191,0.9594573973646016,0.23257894384328393,0.6755695826922955,COMPLETE,0.2873862436971086,0.0,0.0,0.47418496553934925,0.0,,3,2,0.0,0,2,0.0
133,0.0,graph,l2,silhouette,blocks.7,layer1,0.002523052912247452,16,0.8833965866501016,0.9712175862056553,0.8372775986424656,2.328583633587535,silhouette,True,True,False,0.5417463378025462,0.4982896318401787,0.9102451767768849,0.270948583051942,0.690353038625365,COMPLETE,0.5005166907671836,0.0,0.0,0.7905732297317108,0.0,,3,2,0.0,0,2,0.0
134,0.0,graph,l2,silhouette,blocks.7,layer1,0.004323609270067267,16,0.8915321860558758,0.9233214925680073,1.060780291879754,2.850376131128688,silhouette,True,True,False,0.6252874663444096,0.41950217596376943,0.7196627058535129,0.2089832583352605,0.6057345703848646,COMPLETE,0.38676451458552447,0.0,0.0,0.6850168596979915,0.0,,3,2,0.0,0,2,0.0
135,0.0,kmeans,l2,silhouette,blocks.11,layer1,0.002804288449083045,8,0.9578866702258755,0.9074385669529679,1.00658386148563,2.764031357485647,heuristic,False,True,True,0.4371763800497853,0.5149841588891046,0.9955113483740362,0.14984434912576725,0.7366199247331615,COMPLETE,0.5046677785739422,0.4763218569145985,0.0,0.7905732297317108,0.8467036678655542,,3,2,0.0,0,2,0.0
136,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.004022254706422467,16,0.858279960130156,0.9673691449360016,0.7486811862359704,1.5534050199298706,silhouette,True,False,False,0.44907207474008515,0.5323226997471937,0.16642959294569742,0.47676892226322953,0.25477742474853826,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
137,0.0,graph,l2,silhouette,blocks.11,layer1,0.004637785973586603,16,0.8985859464378281,0.9501526581025704,1.1041982118535323,2.8790193500733716,heuristic,False,False,True,0.5931257194578328,0.4864496501184529,0.4586784073378689,0.24827417917023353,0.7083948555918043,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
138,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.0015610633844910901,32,0.9115337257591705,0.9038262702861123,0.9321203360697691,2.2052583169751427,silhouette,True,True,False,0.6005653835877157,0.4522529548553708,0.6277905715706197,0.4964433415164501,0.6259251804541127,COMPLETE,0.40407333373263027,0.0,0.0,0.7136050432487905,0.0,,3,2,0.0,0,2,0.0
139,0.0,graph,root-norm,silhouette,blocks.7,layer2,0.007358841494600657,8,0.8677709381247503,0.9064073235607634,1.1862710487497512,1.6362803355150501,heuristic,False,False,True,0.4133082836413313,0.5452822894272245,0.8841266776116474,0.8827833018419932,0.8377094726937188,COMPLETE,0.0,0.4763218569145985,0.0,0.0,0.8467036678655542,,3,2,0.0,0,2,0.0
140,0.0,graph,l2,heuristic,blocks.11,layer1,0.00861658643571781,16,0.9798428823883575,0.9745967049885537,0.8601576390268201,1.6813893572124623,silhouette,True,True,False,0.5720015322736939,0.6919134541121142,0.2525026843704169,0.07608934765365594,0.07235347493662311,COMPLETE,0.38211006878993425,0.0,0.0,0.6751209500073303,0.0,,3,2,0.0,0,2,0.0
